frame_id,point_id,x,y,z,doppler,snr,noise
268,8,0.5983,2.2875,-0.5983,1.9656,235,614,9305
268,9,-0.4487,1.6699,-1.7201,1.9656,235,614,9305
266,1,1.4497,0.8517,0.1553,0,182,718,9338
266,2,0.5638,2.4076,-0.8859,0,270,763,9338
266,3,-0.7594,2.8136,-1.0441,0,238,760,9338
266,4,-0.2761,4.3191,-1.2425,0,169,842,9338
266,5,3.141,6.7202,-2.6578,0,215,859,9338
266,6,0.3106,2.5137,0,1.9656,317,615,9338
270,1,1.5015,0.7707,0.0518,0,197,709,9371
270,2,-0.7594,2.847,-0.9492,0,256,742,9371
270,3,-0.7248,2.6473,-1.9674,0,171,835,9371
270,4,-0.2761,4.3191,-1.2425,0,174,838,9371
270,5,3.141,6.8108,-2.4162,0,180,861,9371
270,6,0.2416,2.5843,0.4027,0.4914,266,717,9371
270,7,1.2081,1.6867,1.6108,0.4914,266,717,9371
270,8,0.3337,2.6999,0,1.4742,321,611,9371
271,1,1.5015,0.7707,0.0518,0,195,716,9405
271,2,0.4027,2.5143,-0.6443,0,263,766,9405
271,3,-0.7594,2.847,-0.9492,0,238,760,9405
271,4,-0.2761,4.2769,-1.3807,0,166,841,9405
271,5,2.8649,6.6488,-2.8649,0,177,855,9405
271,6,0.0805,2.6055,0.3222,1.4742,386,596,9405
271,7,1.3922,3.2356,-2.1515,1.4742,167,608,9405
271,8,0,1.282,3.9234,1.4742,167,608,9405
271,9,1.3203,3.9543,2.3471,1.4742,150,594,9405
271,10,-0.5868,4.748,0,1.4742,150,594,9405
272,1,1.4497,0.8517,0.1553,0,196,712,9439
272,2,-0.7594,2.847,-0.9492,0,257,742,9439
272,3,-0.7248,2.6473,-1.9674,0,161,845,9439
272,4,-0.4142,4.308,-1.2425,0,162,839,9439
272,5,2.6261,6.8431,-2.6261,0,189,861,9439
272,6,0.3337,2.6882,0.2502,0.4914,296,707,9439
272,7,1.5187,3.1782,-2.1515,1.4742,221,588,9439
272,8,0,1.282,3.9234,1.4742,221,588,9439
272,9,-0.0863,2.801,0.2589,1.9656,335,568,9439
273,1,1.4497,0.8595,0.1035,0,191,712,9472
273,2,0.699,1.8745,1.5532,0,154,767,9472
273,3,-0.3883,2.4591,0.466,0,154,767,9472
273,4,-0.7594,2.847,-0.9492,0,253,745,9472
273,5,-0.7248,2.6473,-1.9674,0,163,843,9472
273,6,-0.4142,4.308,-1.2425,0,159,845,9472
273,7,2.6261,6.8431,-2.6261,0,160,870,9472
273,8,0.0863,2.7648,0.5177,0.9828,393,588,9472
273,9,0.3452,2.6267,-0.9492,2.4569,217,550,9472
274,1,0.1035,0.2678,-0.2416,0,246,682,9505
274,2,1.4497,0.8517,0.1553,0,184,724,9505
274,3,-1.0873,0.9457,0.8802,0,184,724,9505
274,4,-0.7594,2.847,-0.9492,0,251,748,9505
274,5,-0.7248,2.6473,-1.9674,0,166,841,9505
274,6,-0.2761,4.3191,-1.2425,0,162,841,9505
274,7,-2.1622,2.1012,-3.3136,0,162,841,9505
274,8,3.3826,6.6019,-2.6578,0,192,862,9505
274,9,0.4027,2.5905,-0.1611,0.4914,256,727,9505
275,1,1.5532,0.6622,0,0,193,717,9539
275,2,0.5638,2.342,-1.047,0,206,771,9539
275,3,-0.4832,1.3917,-2.1745,0,206,771,9539
275,4,-0.7594,2.847,-0.9492,0,243,756,9539
275,5,-0.7248,2.6473,-1.9674,0,157,850,9539
275,6,-0.2761,4.3191,-1.2425,0,172,837,9539
275,7,3.3826,6.6019,-2.6578,0,182,868,9539
275,8,0.4458,2.8234,-0.535,1.9656,318,569,9539
276,1,1.4497,0.8406,0.2071,0,188,716,9572
276,2,0.5638,2.5195,-0.4832,0,166,770,9572
276,3,-0.4027,1.9688,-1.6913,0,166,770,9572
276,4,-0.4832,2.0177,-1.6108,0,166,770,9572
276,5,-0.7594,2.8136,-1.0441,0,257,743,9572
276,6,-0.7248,2.6473,-1.9674,0,173,836,9572
276,7,-0.2761,4.2769,-1.3807,0,167,838,9572
276,8,2.8649,6.6488,-2.8649,0,186,861,9572
276,9,0.4171,2.6675,-0.3337,0.4914,227,708,9572
276,10,-0.7507,2.1407,-1.5015,0.4914,227,708,9572
276,11,0.3682,2.8018,-1.0125,2.4569,363,572,9572
277,1,1.4497,0.8595,0.1035,0,189,716,9605
277,2,-0.7594,2.847,-0.9492,0,252,746,9605
277,3,-0.7248,2.6473,-1.9674,0,168,841,9605
277,4,-0.2761,4.2769,-1.3807,0,170,840,9605
277,5,3.141,6.8108,-2.4162,0,180,869,9605
277,6,-0.4832,5.5656,-5.5572,0,180,869,9605
277,7,0.4171,2.6412,-0.5005,0.4914,284,702,9605
277,8,0.1783,2.9012,0.0892,0.4914,316,673,9605
277,9,0.1841,2.9735,-0.3682,0.9828,395,596,9605
278,1,1.5532,0.6622,0,0,194,713,9638
278,2,0.8054,2.0918,-1.3692,0,182,763,9638
278,3,-0.2416,0.7792,-2.4967,0,182,763,9638
278,4,-0.7594,2.847,-0.9492,0,248,749,9638
278,5,-0.7248,2.6473,-1.9674,0,165,842,9638
278,6,-0.2761,4.2769,-1.3807,0,179,837,9638
278,7,2.6261,6.8431,-2.6261,0,181,871,9638
278,8,3.3826,6.6019,-2.6578,0,178,874,9638
278,9,-0.0892,2.8847,0.3567,0.9828,432,580,9638
279,1,0.1035,0.2569,-0.2531,0,232,696,9671
279,2,1.5532,0.6602,-0.0518,0,166,741,9671
279,3,-0.7594,2.847,-0.9492,0,256,744,9671
279,4,-0.7248,2.6473,-1.9674,0,160,848,9671
279,5,-0.4142,4.308,-1.2425,0,170,836,9671
279,6,3.3826,6.4994,-2.8994,0,191,863,9671
279,7,0.4171,2.5813,-0.7507,0.4914,279,707,9671
280,1,0.1035,0.2569,-0.2531,0,230,698,9704
280,2,1.5015,0.7725,0,0,160,745,9704
280,3,-0.8543,2.82,-0.9492,0,254,745,9704
280,4,-0.7248,2.6473,-1.9674,0,166,841,9704
280,5,-0.2761,4.3191,-1.2425,0,175,837,9704
280,6,2.6261,6.8431,-2.6261,0,182,862,9704
280,7,0.3337,2.636,-0.5839,0.4914,257,713,9704
280,8,0,2.9792,0.3682,0.4914,303,683,9704
280,9,-1.1966,2.5946,-0.9204,0.4914,303,683,9704
280,10,0,2.8957,0.2675,0.9828,409,580,9704
281,1,1.5015,0.7707,0.0518,0,184,724,9737
281,2,-0.8543,2.82,-0.9492,0,265,733,9737
281,3,-0.7248,2.6473,-1.9674,0,195,816,9737
281,4,-0.2761,4.3191,-1.2425,0,180,836,9737
281,5,2.8649,6.6488,-2.8649,0,179,870,9737
281,6,-0.1841,2.9606,0.4602,0.4914,327,680,9737
282,1,1.5015,0.7707,0.0518,0,191,716,9772
282,2,-0.8543,2.82,-0.9492,0,249,743,9772
282,3,-0.6213,2.508,-2.1745,0,184,822,9772
282,4,-0.2761,4.2769,-1.3807,0,164,835,9772
282,5,-2.3471,1.9456,-3.3136,0,164,835,9772
282,6,2.6261,6.8431,-2.6261,0,191,860,9772
282,7,0.1783,2.8971,-0.1783,0.9828,348,578,9772
283,1,0.1035,0.2569,-0.2531,0,238,689,9805
283,2,1.5532,0.6602,-0.0518,0,177,734,9805
283,3,-0.7594,2.847,-0.9492,0,267,735,9805
283,4,-0.7248,2.6473,-1.9674,0,192,815,9805
283,5,-0.2761,4.2769,-1.3807,0,169,837,9805
283,6,2.6261,6.8431,-2.6261,0,183,867,9805
283,7,0.3567,2.7965,-0.7133,1.4742,322,571,9805
283,8,-0.8917,1.9528,-1.9617,1.4742,322,571,9805
284,1,1.5015,0.7707,0.0518,0,176,735,9838
284,2,-0.1007,1.0148,-3.1209,0,235,772,9838
284,3,1.2081,2.4569,-1.8121,0,235,772,9838
284,4,-0.2761,4.2769,-1.3807,0,187,836,9838
284,5,2.6261,6.8431,-2.6261,0,184,864,9838
284,6,0.3337,2.5392,-0.9176,0.9828,284,606,9838
284,7,0,3.0004,-0.092,0.9828,426,577,9838
285,1,0.1035,0.2569,-0.2531,0,257,671,9872
285,2,1.5015,0.7725,0,0,185,719,9872
285,3,-0.4027,1.2231,-3.0202,0,251,780,9872
285,4,0.9061,2.7137,-1.6108,0,251,780,9872
285,5,-0.2761,4.2299,-1.5187,0,150,837,9872
285,6,2.6261,6.8431,-2.6261,0,184,867,9872
285,7,0.3337,2.5075,-1.001,0.9828,216,609,9872
285,8,-0.092,2.9948,-0.1841,1.4742,406,589,9872
286,1,0.1035,0.2678,-0.2416,0,255,673,9905
286,2,1.5015,0.7655,0.1035,0,189,718,9905
286,3,-0.7248,2.5671,-2.071,0,186,821,9905
286,4,-0.4142,4.308,-1.2425,0,161,839,9905
286,5,-2.3471,2.1637,-3.1755,0,161,839,9905
286,6,2.6261,6.8431,-2.6261,0,187,864,9905
286,7,-0.1898,3.084,0.1898,0.9828,446,564,9905
287,1,0.1035,0.2678,-0.2416,0,247,678,9939
287,2,1.5015,0.7707,0.0518,0,186,719,9939
287,3,0.7047,2.9275,-1.3088,0,261,777,9939
287,4,-0.604,1.7397,-2.7182,0,261,777,9939
287,5,-0.4142,4.308,-1.2425,0,166,836,9939
287,6,2.6261,6.8431,-2.6261,0,187,864,9939
287,7,0.1783,2.6981,-1.07,1.4742,205,583,9939
287,8,-0.0949,3.022,-0.6644,1.9656,262,558,9939
288,1,0.1035,0.2569,-0.2531,0,251,676,9972
288,2,1.5532,0.6622,0,0,196,714,9972
288,3,-0.8543,2.7862,-1.0441,0,258,729,9972
288,4,-0.7248,2.6473,-1.9674,0,193,814,9972
288,5,-0.2761,4.2769,-1.3807,0,181,836,9972
288,6,2.6261,6.8431,-2.6261,0,186,864,9972
288,7,-0.1898,3.0898,0,0.9828,365,575,9972
288,8,0.1841,2.8199,-1.0125,1.9656,291,560,9972
288,9,-1.1045,1.5798,-2.3011,1.9656,291,560,9972
289,1,0.1035,0.2569,-0.2531,0,236,693,10005
289,2,1.5015,0.7707,0.0518,0,170,742,10005
289,3,-0.7594,2.847,-0.9492,0,262,738,10005
289,4,-0.8284,2.7603,-1.7603,0,181,821,10005
289,5,-0.2761,4.2769,-1.3807,0,167,839,10005
289,6,-2.1622,2.1012,-3.3136,0,167,839,10005
289,7,2.8649,6.6488,-2.8649,0,177,870,10005
289,8,-0.2934,3.1759,0,0.9828,410,562,10005
289,9,0,3.0011,-0.7594,1.9656,325,552,10005
290,1,1.5532,0.6602,0.0518,0,190,721,10038
290,2,-0.8543,2.7862,-1.0441,0,245,742,10038
290,3,-0.9319,2.9042,-1.4497,0,188,822,10038
290,4,-0.2761,4.3191,-1.2425,0,163,839,10038
290,5,-2.3471,2.1637,-3.1755,0,163,839,10038
290,6,2.6261,6.8431,-2.6261,0,178,870,10038
290,7,-0.0949,2.9739,-0.8543,2.4569,303,544,10038
291,1,0.1035,0.2678,-0.2416,0,242,683,10071
291,2,1.5532,0.6622,0,0,191,721,10071
291,3,-0.8917,2.7157,-0.535,0,223,725,10071
291,4,-0.9492,2.7175,-1.139,0,247,734,10071
291,5,-0.2761,4.2769,-1.3807,0,159,840,10071
291,6,2.6261,6.8431,-2.6261,0,177,873,10071
291,7,-0.604,3.202,0.4027,0.4914,308,731,10071
291,8,0.9061,2.51,1.9128,0.4914,308,731,10071
292,1,0.1035,0.2569,-0.2531,0,233,694,10104
292,2,1.5015,0.7655,0.1035,0,172,735,10104
292,3,-0.8543,2.7862,-1.0441,0,254,741,10104
292,4,-0.7248,2.6473,-1.9674,0,179,822,10104
292,5,0.9435,3.3988,-1.5331,0,157,857,10104
292,6,-0.5897,2.0751,-3.1841,0,157,857,10104
292,7,0.4947,3.8454,-1.1132,0,166,846,10104
292,8,2.2263,3.2808,0.7421,0,166,846,10104
292,9,2.8649,6.6488,-2.8649,0,175,875,10104
292,10,2.6261,6.8431,-2.6261,0,175,875,10104
292,11,-0.4027,3.1813,-0.7047,1.9656,346,569,10104
293,1,0.1035,0.2569,-0.2531,0,240,690,10137
293,2,1.5015,0.7707,0.0518,0,176,731,10137
293,3,-0.7594,2.847,-0.9492,0,262,736,10137
293,4,0.9435,3.3988,-1.5331,0,157,858,10137
293,5,0.6184,3.8274,-1.1132,0,156,852,10137
293,6,2.35,3.1934,0.7421,0,156,852,10137
293,7,2.6261,6.8431,-2.6261,0,178,871,10137
293,8,0.1007,3.2429,-0.5034,0.4914,308,731,10137
293,9,-1.3088,2.3255,-1.9128,0.4914,308,731,10137
294,1,0.1035,0.2569,-0.2531,0,249,677,10172
294,2,1.5015,0.7655,0.1035,0,191,718,10172
294,3,-0.7594,2.847,-0.9492,0,256,743,10172
294,4,-0.9319,2.8502,-1.5532,0,185,826,10172
294,5,-0.2761,4.2769,-1.3807,0,176,837,10172
294,6,2.8649,6.6488,-2.8649,0,176,870,10172
294,7,0.1294,3.8104,-1.8121,1.9656,181,600,10172
294,8,-0.4142,3.1876,-1.0355,2.4569,369,572,10172
295,1,0.1035,0.2569,-0.2531,0,237,693,10205
295,2,1.5015,0.7725,0,0,170,738,10205
295,3,-0.7594,2.847,-0.9492,0,265,735,10205
295,4,-0.7248,2.48,-2.1745,0,195,818,10205
295,5,-0.2761,4.2769,-1.3807,0,181,837,10205
295,6,2.8649,6.6488,-2.8649,0,178,869,10205
295,7,0.4401,4.4823,-1.6136,1.4742,157,588,10205
295,8,-0.4257,3.2396,-1.1707,1.9656,342,568,10205
295,9,-0.1294,4.0159,-1.2944,1.9656,178,601,10205
296,1,0.1035,0.2569,-0.2531,0,250,678,10238
296,2,1.5015,0.7655,0.1035,0,195,713,10238
296,3,-0.8543,2.7862,-1.0441,0,264,733,10238
296,4,-0.6213,2.4143,-2.2781,0,185,817,10238
296,5,-0.2761,4.2299,-1.5187,0,172,835,10238
296,6,2.6261,6.8431,-2.6261,0,180,870,10238
297,1,1.5015,0.7655,0.1035,0,180,730,10271
297,2,-0.7594,2.8136,-1.0441,0,272,726,10271
297,3,-0.6213,2.5941,-2.071,0,200,809,10271
297,4,-0.2761,4.2769,-1.3807,0,170,838,10271
297,5,2.8649,6.6488,-2.8649,0,174,874,10271
298,1,1.4497,0.8406,0.2071,0,183,728,10305
298,2,-1.139,0.8278,0.9319,0,183,728,10305
298,3,-0.7594,2.847,-0.9492,0,262,736,10305
298,4,-0.8284,2.7603,-1.7603,0,184,820,10305
298,5,-0.2761,4.2769,-1.3807,0,158,840,10305
298,6,2.6261,6.8431,-2.6261,0,178,872,10305
299,1,1.5015,0.7707,0.0518,0,188,721,10338
299,2,-0.7594,2.847,-0.9492,0,263,735,10338
299,3,-0.7248,2.5671,-2.071,0,188,821,10338
299,4,-0.2761,4.2769,-1.3807,0,172,838,10338
299,5,2.6261,6.8431,-2.6261,0,177,874,10338
300,1,0.1035,0.2569,-0.2531,0,251,677,10371
300,2,1.5015,0.7707,0.0518,0,196,712,10371
300,3,-0.7594,2.847,-0.9492,0,260,738,10371
300,4,-0.6213,2.4143,-2.2781,0,182,820,10371
300,5,-0.2761,4.3191,-1.2425,0,164,838,10371
300,6,2.6261,6.8431,-2.6261,0,179,872,10371
301,1,0.1035,0.2569,-0.2531,0,230,699,10404
301,2,1.605,0.5141,-0.1035,0,159,748,10404
301,3,-0.7594,2.847,-0.9492,0,262,736,10404
301,4,-0.5177,2.3376,-2.3816,0,183,819,10404
301,5,-0.2761,4.2769,-1.3807,0,156,845,10404
301,6,2.6261,6.8431,-2.6261,0,172,877,10404
301,7,-0.5868,3.1212,-0.2934,1.4742,262,555,10404
301,8,-0.2129,3.4496,-0.3193,1.9656,185,567,10404
301,9,-1.7028,2.4236,-1.8092,1.9656,185,567,10404
302,1,0.1035,0.2569,-0.2531,0,235,693,10437
302,2,1.5015,0.7707,0.0518,0,166,743,10437
302,3,-0.7594,2.847,-0.9492,0,266,733,10437
302,4,-0.7248,2.6473,-1.9674,0,191,817,10437
302,5,2.6261,6.8431,-2.6261,0,172,878,10437
302,6,-0.7047,3.2004,-0.2013,1.4742,272,565,10437
303,1,1.5015,0.7655,0.1035,0,199,707,10470
303,2,-0.7594,2.847,-0.9492,0,264,735,10470
303,3,-0.7248,2.6473,-1.9674,0,189,818,10470
303,4,-0.1351,4.2366,-1.5187,0,166,842,10470
303,5,2.8649,6.6488,-2.8649,0,176,873,10470
303,6,-0.6558,3.5038,0,0.9828,402,586,10470
304,1,0.1035,0.2678,-0.2416,0,231,698,10505
304,2,1.5532,0.6622,0,0,165,741,10505
304,3,-0.7594,2.847,-0.9492,0,268,731,10505
304,4,-0.7248,2.5671,-2.071,0,194,812,10505
304,5,2.6261,6.8431,-2.6261,0,180,870,10505
305,1,1.4497,0.8517,0.1553,0,167,742,10538
305,2,-0.7594,2.847,-0.9492,0,259,739,10538
305,3,-0.7248,2.6473,-1.9674,0,183,822,10538
305,4,2.6261,6.8431,-2.6261,0,178,873,10538
305,5,0.2531,3.9205,-1.2656,1.4742,188,637,10538
306,1,0.1035,0.2569,-0.2531,0,245,683,10571
306,2,1.4497,0.8595,0.1035,0,180,731,10571
306,3,-0.7594,2.847,-0.9492,0,262,736,10571
306,4,-0.7248,2.6473,-1.9674,0,187,820,10571
306,5,2.3874,7.0159,-2.3874,0,183,872,10571
307,1,0.1035,0.2569,-0.2531,0,229,700,10605
307,2,1.5532,0.6602,-0.0518,0,171,745,10605
307,3,-0.7594,2.847,-0.9492,0,270,728,10605
307,4,-0.7248,2.6473,-1.9674,0,197,814,10605
307,5,-0.2761,4.2769,-1.3807,0,169,841,10605
307,6,2.6261,6.8431,-2.6261,0,182,870,10605
308,1,1.5015,0.7707,0.0518,0,193,711,10638
308,2,-0.7594,2.847,-0.9492,0,261,737,10638
308,3,-0.7248,2.6473,-1.9674,0,191,818,10638
308,4,-0.4142,4.308,-1.2425,0,175,840,10638
308,5,2.6261,6.8431,-2.6261,0,185,868,10638
308,6,-1.047,2.2713,4.188,1.4742,235,625,10638
308,7,0.7479,3.7798,-2.9914,1.4742,235,625,10638
308,8,-0.7651,3.454,-0.4372,1.9656,272,571,10638
309,1,1.4497,0.8517,0.1553,0,188,718,10671
309,2,-1.0873,0.9457,0.8802,0,188,718,10671
309,3,-0.7594,2.847,-0.9492,0,258,740,10671
309,4,-0.7248,2.6473,-1.9674,0,185,823,10671
309,5,-0.2761,4.2769,-1.3807,0,174,836,10671
309,6,2.6261,6.8431,-2.6261,0,180,870,10671
309,7,-0.1323,4.1051,-1.3231,1.4742,161,657,10671
309,8,-1.3461,1.3594,4.4871,1.9656,174,594,10671
309,9,0.5983,3.9192,-2.8419,1.9656,174,594,10671
310,1,1.5532,0.6622,0,0,185,722,10705
310,2,-0.7594,2.847,-0.9492,0,263,735,10705
310,3,-0.7248,2.6473,-1.9674,0,191,818,10705
310,4,-0.2761,4.2769,-1.3807,0,165,840,10705
310,5,2.6261,6.8431,-2.6261,0,177,874,10705
310,6,-3.3481,8.4609,0,0,152,851,10705
310,7,-1.0096,3.5003,0.3365,0.9828,318,607,10705
310,8,0,4.643,-1.4957,1.4742,176,566,10705
310,9,-1.9444,2.6698,-3.5897,1.4742,176,566,10705
311,1,0.1035,0.2678,-0.2416,0,228,701,10738
311,2,1.5532,0.6541,-0.1035,0,158,750,10738
311,3,-0.7594,2.847,-0.9492,0,263,735,10738
311,4,-0.6213,2.508,-2.1745,0,187,818,10738
311,5,-0.4142,4.308,-1.2425,0,170,834,10738
311,6,2.6261,6.8431,-2.6261,0,176,875,10738
311,7,-0.8974,3.5467,0,0.9828,319,586,10738
311,8,-0.9435,3.5743,-1.0614,1.9656,252,557,10738
312,1,0.1035,0.2569,-0.2531,0,244,685,10772
312,2,1.5015,0.7707,0.0518,0,182,728,10772
312,3,-0.7594,2.847,-0.9492,0,264,734,10772
312,4,-0.7248,2.6473,-1.9674,0,191,817,10772
312,5,-0.2761,4.2769,-1.3807,0,165,836,10772
312,6,2.3874,7.0159,-2.3874,0,182,874,10772
312,7,-0.4142,4.2658,-1.3807,1.4742,180,655,10772
312,8,-2.3471,1.9456,-3.3136,1.4742,180,655,10772
312,9,0,4.6804,-1.6769,1.4742,228,578,10772
313,1,0.1035,0.2569,-0.2531,0,236,693,10805
313,2,1.5015,0.7707,0.0518,0,171,739,10805
313,3,-0.7594,2.847,-0.9492,0,261,737,10805
313,4,-0.7248,2.6473,-1.9674,0,186,821,10805
313,5,-0.4142,4.308,-1.2425,0,174,837,10805
313,6,2.6261,6.8431,-2.6261,0,173,878,10805
313,7,-3.3481,8.4609,0,0,156,852,10805
313,8,-0.3106,4.8116,-1.5532,1.9656,239,559,10805
314,1,0.1035,0.2569,-0.2531,0,222,707,10838
314,2,1.5015,0.7655,0.1035,0,160,741,10838
314,3,-0.7594,2.847,-0.9492,0,262,736,10838
314,4,-0.7248,2.6473,-1.9674,0,189,818,10838
314,5,-0.2761,4.2769,-1.3807,0,172,840,10838
314,6,2.6261,6.8431,-2.6261,0,180,870,10838
314,7,-3.0691,8.5615,-0.279,0,160,844,10838
314,8,-0.466,4.8465,-1.3979,1.4742,213,566,10838
315,1,1.5532,0.6622,0,0,198,714,10871
315,2,-0.7594,2.847,-0.9492,0,268,731,10871
315,3,-0.7248,2.6473,-1.9674,0,193,814,10871
315,4,-0.2761,4.2769,-1.3807,0,176,834,10871
315,5,2.6261,6.8431,-2.6261,0,182,871,10871
315,6,-3.3481,8.4609,0,0,161,840,10871
315,7,-1.0355,3.6047,0.1151,0.9828,401,588,10871
316,1,0.1035,0.2569,-0.2531,0,242,687,10905
316,2,1.5015,0.7725,0,0,187,726,10905
316,3,-0.7594,2.847,-0.9492,0,263,735,10905
316,4,-0.7248,2.6473,-1.9674,0,189,818,10905
316,5,-0.2761,4.2769,-1.3807,0,177,836,10905
316,6,2.6261,6.8431,-2.6261,0,169,880,10905
316,7,-3.3481,8.4609,0,0,161,839,10905
317,1,0.1035,0.2569,-0.2531,0,256,672,10938
317,2,1.5015,0.7707,0.0518,0,193,712,10938
317,3,-0.7594,2.847,-0.9492,0,264,734,10938
317,4,-0.7248,2.6473,-1.9674,0,189,817,10938
317,5,-0.2761,4.2769,-1.3807,0,174,838,10938
317,6,2.6261,6.8431,-2.6261,0,175,877,10938
317,7,-3.3481,8.4609,0,0,167,835,10938
318,1,1.5015,0.7707,0.0518,0,198,709,10972
318,2,-0.7594,2.847,-0.9492,0,263,735,10972
318,3,-0.7248,2.6473,-1.9674,0,189,818,10972
318,4,-0.2761,4.2769,-1.3807,0,173,837,10972
318,5,2.8649,6.6488,-2.8649,0,176,873,10972
318,6,-3.3481,8.4609,0,0,164,829,10972
319,1,1.5532,0.6622,0,0,193,717,11004
319,2,-0.7594,2.847,-0.9492,0,257,741,11004
319,3,-0.7248,2.6473,-1.9674,0,186,821,11004
319,4,-0.2761,4.2769,-1.3807,0,173,836,11004
319,5,2.6261,6.8431,-2.6261,0,178,871,11004
319,6,-3.3481,8.4609,0,0,156,832,11004
319,7,-1.4094,4.3387,0.5638,0.9828,219,691,11004
319,8,0.4228,3.7119,2.6779,0.9828,219,691,11004
320,1,0.1035,0.2678,-0.2416,0,234,694,11037
320,2,1.4497,0.8517,0.1553,0,176,739,11037
320,3,-0.7594,2.847,-0.9492,0,258,740,11037
320,4,-0.7248,2.6473,-1.9674,0,183,824,11037
320,5,-0.2761,4.2769,-1.3807,0,170,838,11037
320,6,2.8649,6.6488,-2.8649,0,173,875,11037
320,7,-3.3481,8.4609,0,0,152,846,11037
321,1,0.1035,0.2569,-0.2531,0,240,688,11072
321,2,1.5015,0.7707,0.0518,0,178,728,11072
321,3,-0.7594,2.847,-0.9492,0,262,737,11072
321,4,-0.7248,2.6473,-1.9674,0,190,817,11072
321,5,-0.2761,4.2769,-1.3807,0,175,833,11072
321,6,2.6261,6.8431,-2.6261,0,170,879,11072
321,7,-0.8974,3.4313,-0.8974,0.9828,261,585,11072
322,1,0.1035,0.2569,-0.2531,0,239,687,11105
322,2,1.5015,0.7707,0.0518,0,175,727,11105
322,3,-0.7594,2.847,-0.9492,0,258,740,11105
322,4,-0.7248,2.6473,-1.9674,0,187,821,11105
322,5,-0.2761,4.2769,-1.3807,0,175,834,11105
322,6,2.6261,6.8431,-2.6261,0,173,875,11105
322,7,-1.0067,4.5788,-0.1438,0.9828,270,664,11105
322,8,-1.4497,3.6455,-0.3624,1.4742,255,582,11105
323,1,0.1035,0.2569,-0.2531,0,240,690,11138
323,2,1.5015,0.7725,0,0,179,735,11138
323,3,-0.7594,2.847,-0.9492,0,258,740,11138
323,4,-0.7248,2.6473,-1.9674,0,189,818,11138
323,5,-0.2761,4.2769,-1.3807,0,177,831,11138
323,6,2.6261,6.8431,-2.6261,0,178,871,11138
323,7,-3.3481,8.4609,0,0,155,848,11138
323,8,-1.0873,3.7695,-0.3624,1.4742,258,594,11138
323,9,-0.6759,4.2201,-1.0815,1.4742,173,672,11138
324,1,0.1035,0.2569,-0.2531,0,242,684,11171
324,2,1.5015,0.7707,0.0518,0,190,722,11171
324,3,-0.7594,2.847,-0.9492,0,272,726,11171
324,4,-0.7248,2.6473,-1.9674,0,192,815,11171
324,5,-0.2761,4.2769,-1.3807,0,170,836,11171
324,6,2.6261,6.8431,-2.6261,0,181,868,11171
324,7,-3.6271,8.3405,0.279,0,156,844,11171
325,1,0.1035,0.2678,-0.2416,0,246,682,11205
325,2,1.5015,0.7707,0.0518,0,176,724,11205
325,3,-0.7594,2.8136,-1.0441,0,264,734,11205
325,4,-0.7248,2.6473,-1.9674,0,191,817,11205
325,5,-0.2761,4.2769,-1.3807,0,168,839,11205
325,6,2.8649,6.6488,-2.8649,0,183,866,11205
325,7,-3.3481,8.4609,0,0,150,848,11205
325,8,-1.2368,3.8374,0.1237,0.9828,327,600,11205
326,1,0.1035,0.2569,-0.2531,0,246,681,11238
326,2,1.5015,0.7707,0.0518,0,191,716,11238
326,3,-0.7594,2.847,-0.9492,0,271,727,11238
326,4,-0.7248,2.6473,-1.9674,0,195,812,11238
326,5,-0.4142,4.308,-1.2425,0,172,836,11238
326,6,2.8649,6.6488,-2.8649,0,176,873,11238
326,7,-3.3481,8.4609,0,0,161,841,11238
326,8,-1.4842,3.7323,0.3711,0.9828,333,607,11238
327,1,0.1035,0.2569,-0.2531,0,242,687,11271
327,2,1.5015,0.7707,0.0518,0,187,723,11271
327,3,-0.7594,2.847,-0.9492,0,267,731,11271
327,4,-0.7248,2.6473,-1.9674,0,193,814,11271
327,5,-0.2761,4.2769,-1.3807,0,160,847,11271
327,6,2.6261,6.8431,-2.6261,0,176,873,11271
327,7,-1.1132,3.7487,-0.9895,1.4742,309,553,11271
328,1,1.5015,0.7707,0.0518,0,178,726,11304
328,2,-0.7594,2.847,-0.9492,0,259,739,11304
328,3,-0.7248,2.6473,-1.9674,0,185,821,11304
328,4,-0.2761,4.2769,-1.3807,0,171,836,11304
328,5,2.6261,6.8431,-2.6261,0,175,873,11304
329,1,1.5015,0.7655,0.1035,0,160,743,11338
329,2,-0.7594,2.847,-0.9492,0,267,731,11338
329,3,-0.7248,2.6473,-1.9674,0,189,818,11338
329,4,-0.2761,4.2769,-1.3807,0,169,838,11338
329,5,2.6261,6.8431,-2.6261,0,182,866,11338
329,6,-1.2656,3.7599,-1.139,1.9656,338,564,11338
330,1,1.5015,0.7707,0.0518,0,185,720,11372
330,2,-0.7594,2.847,-0.9492,0,255,743,11372
330,3,-0.7248,2.6473,-1.9674,0,183,823,11372
330,4,-0.2761,4.2769,-1.3807,0,172,836,11372
330,5,2.6261,6.8431,-2.6261,0,173,879,11372
330,6,-1.3922,3.7833,-0.8859,1.4742,369,579,11372
331,1,0.1035,0.2569,-0.2531,0,238,691,11405
331,2,1.5015,0.7707,0.0518,0,170,735,11405
331,3,-0.7594,2.847,-0.9492,0,268,730,11405
331,4,-0.7248,2.6473,-1.9674,0,189,818,11405
